,Title,Label,Type,Price,Location,Baths,Area,Purpose,Bedroom(s),Added,Description,Main Features,Rooms,Business and Communication,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities,Popular,Source,Time Stamp
667,Brand new Ground Plus 1,"KDA Employees Cooperative Housing Society, Scheme 33 - Sector 15-A, Scheme 33, Karachi, Sindh",House,PKR   1.35 Crore,"Scheme 33, Karachi, Sindh",4,4 Marla,For Sale,4,3 weeks ago,KDA Employee Housing SocietyBoundary wall projectNewly Built HouseExtra LandGround plus 1Near to Superhighway," Built in year: 2019 , Parking Spaces , Flooring"," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room , Lounge or Sitting Room", , ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places", ,hot,Karachi-2-33,5/19/2019 0:43
668,Bunglow For Sale In DHA Phase 6,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,PKR   14 Crore,"DHA Defence, Karachi, Sindh",6,1.3 Kanal,For Sale,6,3 weeks ago,"Bunglow For Sale In DHA Phase 6Newly Furnished Bungalow , On The Beautiful Location , Corner Bungalow At Phase 6 With 2+4 Bedrooms Ground +1"," Built in year: 2018 , Parking Spaces , Flooring , Floors , Furnished"," Bedrooms: 6 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Lounge or Sitting Room", ," Lawn or Garden , Jacuzzi", , ,hot,Karachi-2-33,5/19/2019 0:43
669,Great Investment Opportunity With Kings Al Ahmed Bungalow For Sale,"Manghopir Road, Karachi, Sindh",House,PKR   62 Lakh,"Manghopir Road, Karachi, Sindh",4,4.8 Marla,For Sale,4,3 weeks ago,"Double Storey Bungalow For SaleUnder constructionFeatures:4 Bedrooms With Drawing & DiningCovered Area:120 Sq. YdCommercial plus Residential projectWith complete Boundary wallAll basic facilities (electricity, Gas, water & sewerage lines already available in project)A low-cost projectSurrounded by bungalowsMain Features:MasjidBoys & Girl schoolHospitalDispensaryParkPublic Building PlotWide roadsCall Us For More Details. """," Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Furnished"," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room"," Broadband Internet Access , Satellite or Cable TV Ready", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-33,5/19/2019 0:43
670,Great Investment Opportunity With Kings Al Ahmed Bungalow For Sale,"Scheme 41, Surjani Town, Gadap Town, Karachi, Sindh",House,PKR   82 Lakh,"Gadap Town, Karachi, Sindh",4,4.8 Marla,For Sale,4,3 weeks ago,"Double Storey Bungalow For SaleUnder constructionFeatures:4 Bedrooms With Drawing & DiningCovered Area:120 Sq. YdCommercial plus Residential projectWith complete Boundary wallAll basic facilities (electricity, Gas, water & sewerage lines already available in project)A low-cost projectSurrounded by bungalowsMain Features:MasjidBoys & Girl schoolHospitalDispensaryParkPublic Building PlotWide roadsCall Us For More Details. """," Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Furnished"," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room"," Broadband Internet Access , Satellite or Cable TV Ready", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-33,5/19/2019 0:43
671,Great Investment Opportunity With Kings Al Ahmed Bungalow For Sale,"Gadap Town, Karachi, Sindh",House,PKR   62 Lakh,"Gadap Town, Karachi, Sindh",4,4.8 Marla,For Sale,4,3 weeks ago,"Double Storey Bungalow For SaleUnder constructionFeatures:4 Bedrooms With Drawing & DiningCovered Area:120 Sq. YdCommercial plus Residential projectWith complete Boundary wallAll basic facilities (electricity, Gas, water & sewerage lines already available in project)A low-cost projectSurrounded by bungalowsMain Features:MasjidBoys & Girl schoolHospitalDispensaryParkPublic Building PlotWide roadsCall Us For More Details. """," Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Furnished"," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room"," Broadband Internet Access , Satellite or Cable TV Ready", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-33,5/19/2019 0:43
672,Great Investment Opportunity With Kings Al Ahmed Bungalow For Sale,"Surjani Town, Gadap Town, Karachi, Sindh",House,PKR   82 Lakh,"Gadap Town, Karachi, Sindh",4,4.8 Marla,For Sale,4,3 weeks ago,"Double Storey Bungalow For SaleUnder constructionFeatures:4 Bedrooms With Drawing & DiningCovered Area:120 Sq. YdCommercial plus Residential projectWith complete Boundary wallAll basic facilities (electricity, Gas, water & sewerage lines already available in project)A low-cost projectSurrounded by bungalowsMain Features:MasjidBoys & Girl schoolHospitalDispensaryParkPublic Building PlotWide roadsCall Us For More Details. """," Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Furnished"," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room"," Broadband Internet Access , Satellite or Cable TV Ready", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-33,5/19/2019 0:43
673,P27 Vila For Sale Bahria Town Karachi,"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",House,PKR   95 Lakh,"Bahria Town Karachi, Karachi, Sindh",4,8 Marla,For Sale,3,3 days ago,"http://www. alemaarah. com/Bahria Town Karachi is a master-planned gated community which promises the international standards of infrastructure and state-of-the-art amenities to its residents. Here are some of the features of Bahria Town Karachi• World class security with 24/7 Surveillance• Commercial areas, Gold-Class cinemas, International standard hospitals• State-of- the-art sports facilities, Community sports club & Zoo• World-class schools, colleges and International University• International theme park, Play-land and water-rides• Monuments of Wonders of the world like Eiffel Tower, Taj-Mahal and Statue of Liberty• Grand Jamia Mosque with capacity of about 1 million• 5-star international hotel & USGA standard golf course• Grid station & telephone-exchange• Transport system from Bahria Town to City Centre• 100 % backup power (No Load-shedding"," Built in year: 2019 , Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors , Other Main Features"," Bedrooms: 3 , Bathrooms: 4 , Servant Quarters , Drawing Room , Dining Room , Kitchens , Store Rooms , Other Rooms"," Broadband Internet Access , Other Business and Communication Facilities"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Karachi-2-33,5/19/2019 0:43
674,4 BED D. D 120 SQ. YDS BANGLOW IN THE COMFORTS,"Federal B Area - Block 8, Federal B Area, Karachi, Sindh",House,PKR   1.8 Crore,"Federal B Area, Karachi, Sindh",4,0.5 Marla,For Sale,4,3 days ago,"4 BED D. D 120 SQ. YDS BANGLOW IN THE COMFORTSG+1FULL AMERICAN KITCHENBEST LOCATION IN THE AREABOUNDRY WALL PROJECTALL BANKS, SUPER MARTS, PETROL PUMPS ARE NEARBYFOR FURTHER DETAILS CONTACTMUHAMMAD KARIM KHANAHMED ENTERPRISES"," Built in year: 2015 , Parking Spaces: 3 , Flooring , Electricity Backup , Floors: 1"," Bedrooms: 4 , Bathrooms: 4 , Servant Quarters: 1 , Kitchens: 1 , Store Rooms: 1 , Other Rooms", , , , ,,Karachi-2-33,5/19/2019 0:43
675,Town House For Sale 150 Yard Brand New 4 Bedrooms With Attached Bath Drawing Dining 1 Car Parking With Basement,"Tariq Road, Karachi, Sindh",House,PKR   4 Crore,"Tariq Road, Karachi, Sindh",5,6 Marla,For Sale,4,3 days ago,"Town House For Sale 150 Yard Brand New4 Bedrooms With Attached Bath Drawing Dining Separate Meter Separate Tank Washing Area + Basement One Room In Basement 1 Car Parking Near Jheel Park Tariq  Road, Reasonable Demand, For further details or visit contact Aljabal Estate"," Built in year: 2017 , Parking Spaces , Flooring"," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room , Kitchens: 1 , Lounge or Sitting Room", , ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places", ,,Karachi-2-33,5/19/2019 0:43
676,Bungalow For Sale Phase 6  600 Sq Yd Fully Furnished 1 Unit House,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,PKR   11 Crore,"DHA Defence, Karachi, Sindh",6,1.2 Kanal,For Sale,5,3 days ago,"Bungalow For Sale Phase 6  600 YardsFully Furnished 1 Unit House 5 Bed 6 Washrooms2 Drawing 2 Dining 2 Kitchens 1 Servant Quarter Luxurious And Awesome Interior,6 To 7 Year Old Bungalow Very Reasonable DemandBest Place To Live And InvestmentFor Visit Contact With Us, Only Serious Client's Call Us."," Built in year: 2011 , Parking Spaces , Flooring , Furnished"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2", , ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places", ,,Karachi-2-33,5/19/2019 0:43
677,BEAUTIFUL ARCHITECT DESIGN OWNER BUILT HOUSE,"DHA Phase 7, DHA Defence, Karachi, Sindh",House,PKR   9.25 Crore,"DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,6,3 days ago,"IT IS LOCATED AT 12 LANE OF PHASE 7. SUCH A PEACEFUL AND IDEAL PLACE TO LIVE IN. IT HAS 2 BEDROOMS WITH BATHROOMS, DRAWING ROOM DINING ROOM TV LOUNGE CAR, POWDER BATHROOM AT GROUND. AND 4 BEDROOMS WITH BATHROOMS, TV LOUNGE AND KITCHEN WITH BATHROOM AT UPPER PORTION. ALL BATHROOMS ARE WIDE AND BEAUTIFUL LOOK. 1 CAR PARKING . 1 GARDEN AND A SERVANT ROOM. VERY REASONABLE PRICE OF SUCH GOLDEN HOUSE. 1% AGENCY COMMISSION IS IMPLEMENTED.", ," Bedrooms: 6 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Powder Room  , Store Rooms: 1", , ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service", ,,Karachi-2-33,5/19/2019 0:43
678,200 Square Yard Villa Available For Sale In Bahria Town Karachi,"Bahria Town - Precinct 10, Bahria Town Karachi, Karachi, Sindh",House,PKR   1.35 Crore,"Bahria Town Karachi, Karachi, Sindh",3,8 Marla,For Sale,3,3 days ago,"Villa Available For SaleSolidly Built Portion For Sale. Ideal Location. Nice constructed house with best quality materials. Peaceful environment best for residence purpose . Available at reasonable Price. So! In order to avail this incredible opportunity, Please contact us.", , Bedrooms: 3, , , , ,,Karachi-2-33,5/19/2019 0:43
679,200 Square Yard Villa Available For Sale In Bahria Town Karachi,"Bahria Town - Precinct 10, Bahria Town Karachi, Karachi, Sindh",House,PKR   1.38 Crore,"Bahria Town Karachi, Karachi, Sindh",3,8 Marla,For Sale,3,3 days ago,"Villa Available For SaleSolidly Built Portion For Sale. Ideal Location. Nice constructed house with best quality materials. Peaceful environment best for residence purpose . Available at reasonable Price. So! In order to avail this incredible opportunity, Please contact us.", , Bedrooms: 3, , , , ,,Karachi-2-33,5/19/2019 0:43
680,300 Yards Brand New Beautiful Bungalow Is Available For Sale,"DHA Phase 4, DHA Defence, Karachi, Sindh",House,PKR   9.35 Crore,"DHA Defence, Karachi, Sindh",5,12 Marla,For Sale,5,3 days ago,"300 yards  beautiful Bungalow is available for Sale , It has 5 bedrooms drawing dining All imported fittings fixtures Italian kitchen Graceful layout, prime and peaceful location plenty of water only serious buyers contact"," Built in year: 2018 , Parking Spaces: 2 , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 5 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Prayer Room , Powder Room  , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Sauna"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places", ,,Karachi-2-33,5/19/2019 0:43
681,Great Investment Opportunity With Kings Al Ahmed Bungalow For Sale,"Surjani Town, Gadap Town, Karachi, Sindh",House,PKR   62 Lakh,"Gadap Town, Karachi, Sindh",2,4.8 Marla,For Sale,2,3 weeks ago,"Single Storey Bungalow For SaleUnder constructionFeatures:2 Bedrooms With Drawing & DiningCovered Area:120 Sq. YdCommercial plus Residential projectWith complete Boundary wallAll basic facilities (electricity, Gas, water & sewerage lines already available in project)A low-cost projectSurrounded by bungalowsMain Features:MasjidBoys & Girl schoolHospitalDispensaryParkPublic Building PlotWide roadsCall Us For More Details. """," Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Furnished"," Bedrooms: 2 , Bathrooms: 2 , Drawing Room , Dining Room , Kitchens: 1 , Store Rooms: 1"," Broadband Internet Access , Satellite or Cable TV Ready", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-34,5/19/2019 0:44
682,Gulistan E Jauhar VIP Block 3 Brand New House For Sale G+2,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar, Karachi, Sindh",House,PKR   4.25 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,9.6 Marla,For Sale,9,3 weeks ago,Prime Location Modern Elevation Near Main Road All Facilities Ballot Transfer  G+2 Map Approved Corner Best For Big Family 7 Car Parking Spaces Extra Work 9 Beds And Bathroom S Separate All Meters Only Family Visit & Serious   Best Options For Living Purpose.  Reasonable Demand.  For More Information Please Contact.," Built in year: 240 , Parking Spaces: 3 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 3 , Other Main Features , Furnished"," Bedrooms: 9 , Bathrooms: 9 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 3 , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms: 3 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Other Facilities",hot,Karachi-2-34,5/19/2019 0:44
683,6 Bed Double storey Johar block 7,"Gulistan-e-Jauhar, Karachi, Sindh",House,PKR   3.75 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",8,9.6 Marla,For Sale,6,3 weeks ago,Double storeynew constructionextra workleasedWest openelectricity 2 metre three phaseSui GS 2 metreautomatic water motor two Motorsnew design for jhumarnew design elevationhouse master plan approved ground plus twoall facilities are available," Built in year: 2019 , Parking Spaces: 2 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Furnished"," Bedrooms: 6 , Bathrooms: 8 , Drawing Room , Dining Room , Kitchens: 2 , Store Rooms: 2 , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff",hot,Karachi-2-34,5/19/2019 0:44
684,Quaid Villa Available For Sale,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",House,PKR   2.15 Crore,"Bahria Town Karachi, Karachi, Sindh",3,8 Marla,For Sale,3,3 weeks ago,"Quaid Villa number 90 Semi corner  brilliantly built 200 Square Yards House is up for Sale in , Bahria Town - Quaid Villas, Karachi. The House comes with 3 beds. It also features 3 baths. It has been built to offer excellent functionality of the available space, and the demand is also reasonable at 2 crore 15 lac PKR (Pakistan). The House can be viewed upon request. Because of its fine location and a nice outlook along with fine construction details, we cannot guarantee that it will remain on the market for long, so we suggest you hurry up and contact us if you are interested."," Built in year: 2019 , Parking Spaces: 1 , Double Glazed Windows , Central Air Conditioning , Flooring , Electricity Backup"," Bedrooms: 3 , Bathrooms: 3 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1", , ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Nearby Public Transport Service"," Maintenance Staff , Security Staff",hot,Karachi-2-34,5/19/2019 0:44
685,300 Sq Yards Brand New Bungalow For Sale,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar, Karachi, Sindh",House,PKR   4.25 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,12 Marla,For Sale,6,3 weeks ago,300 Sq Yards Bungalow G+1Ground Floor  3 bed D/D1st Floor 3 Bed D/DHuge LoungeCar Parking best Location  If You Want To Live In An Environment Which Is Absolutely Secured And Peaceful Then It Is The Right Time And The Right Place To Invest Your Money. Grab This Auspicious Opportunity To Execute Your Dreams Into Reality. Contact Us For More Details," Built in year: 2019 , Parking Spaces: 3 , Flooring", , , , , ,hot,Karachi-2-34,5/19/2019 0:44
686,Brand New Bungalow With Basement Is Available For Sale,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,PKR   19.5 Crore,"DHA Defence, Karachi, Sindh",7,1.2 Kanal,For Sale,6,3 weeks ago,600 square yards RESIDENTIAL BUNGALOW IS AVAILABLE FOR SALE. Architect design  Double story bungalow with basement 2+4 large size bedrooms attached bathrooms with closed. drawing room dining room powder bathroom 2 large TV lounge  branded  kitchens front terrace wooden front gate full Burma teak wood alot all  doors & closed tiles & wooden flooring  high quality fittings fixture Pakistan Cabell Roca & grohi Fittings all bathrooms. large parking space Basement attach bathroomLush green Garden Large parking spaceGard room. two servant quarters 1 bathroom. Very prime location located on KHAYABN-E-MUHAFIZ PHASE 6 DHA KarachiFor more details please contact us," Built in year: 2018 , Parking Spaces , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors , Other Main Features"," Bedrooms: 6 , Bathrooms: 7 , Servant Quarters: 2 , Drawing Room , Dining Room , Kitchens , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom"," Lawn or Garden , Sauna , Jacuzzi"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled",hot,Karachi-2-34,5/19/2019 0:44
687,Brand New 600 Sq Yd Bungalow Available For Sale,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,PKR   19.5 Crore,"DHA Defence, Karachi, Sindh",8,1.2 Kanal,For Sale,6,3 weeks ago,BEAUTIFUL RESIDENTIAL BUNGALOW IS AVAILABLE FOR SALE. Architect design 600 square yardDouble story bungalow with basement 2+4 large size bedrooms attached bathrooms with closed. drawing room dining room powder bathroom 2 large tv lounge  branded  kitchens front terrace wooden front gate full Burma teak wood alot all  doors & closed tiles & wooden flooring  high quality fittings fixture Pakistan Cabell Roca & grohi Fittings all bathrooms. large parking space Basement attach bathroomLush green Garden Large parking spaceGard room. two servant quarters 1 bathroom. Very prime location located on KHAYABN-E-MUHAFIZ PHASE 6 DHA KarachiFor more information please contact me.," Parking Spaces , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors , Other Main Features"," Bedrooms: 6 , Bathrooms: 8 , Servant Quarters: 2 , Drawing Room , Dining Room , Kitchens , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom"," Lawn or Garden , Sauna , Jacuzzi"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-34,5/19/2019 0:44
688,SD House Is Available For Sale,"Falcon Complex New Malir, Malir, Karachi, Sindh",House,PKR   5.85 Crore,"Malir, Karachi, Sindh",4,14 Marla,For Sale,4,3 weeks ago,"A 350 Square Yards House is available for Sale at an affordable price of 5 crore 85 lac PKR (Pakistan). The House features all the necessary facilities for comfortable living and is ideally located in , Falcon Complex New Malir, Karachi. The House features 4 beds of reasonable size with an airy and spacious look. And the House also features 4 baths, equipped with all the necessary sanitary fittings. We encourage only serious individuals to contact us for an immediate deal. Please mention Zameen. com when calling."," Parking Spaces: 1 , Flooring , Electricity Backup , Waste Disposal"," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Lounge or Sitting Room", , ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places", ,hot,Karachi-2-34,5/19/2019 0:44
689,SD House Is Available For Sale,"Falcon Complex New Malir, Malir, Karachi, Sindh",House,PKR   5.9 Crore,"Malir, Karachi, Sindh",4,14 Marla,For Sale,4,3 weeks ago,"A nice 350 Square Yards House is being offered for Sale. The House is built in contemporary design with excellent finishing. It has 4 beds and all the related features that make a House intriguing for buyers. Because of its brilliant location in , Falcon Complex New Malir, Karachi, we believe it is one of the best options you can find in 5 crore 90 lac PKR (Pakistan)."," Parking Spaces: 1 , Flooring , Electricity Backup , Waste Disposal"," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Lounge or Sitting Room", , ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places", ,hot,Karachi-2-34,5/19/2019 0:44
690,banglow 600yards Al muslim society 5bd dd single story garden parking meetha pani lease behtreen location memom hospital ky samny,"Al Muslim Society, Scheme 33 - Sector 34-A, Scheme 33, Karachi, Sindh",House,PKR   3.8 Crore,"Scheme 33, Karachi, Sindh",5,1.2 Kanal,For Sale,5,3 weeks ago,banglow 600yards Al muslim society 5bd dd single story garden parking meetha pani line ka main university road say 2mint par memon hospital ky samny, ," Bedrooms: 5 , Bathrooms: 5 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Store Rooms: 1 , Lounge or Sitting Room", , , , ,hot,Karachi-2-34,5/19/2019 0:44
691,Ground  2 Corner Park Facing New Bangalow,"Madras Cooperative Housing Society, Scheme 33 - Sector 17-A, Scheme 33, Karachi, Sindh",House,PKR   2.7 Crore,"Scheme 33, Karachi, Sindh",6,4.8 Marla,For Sale,6,3 weeks ago,"Architect Designed, Modern, G+2, Corner, Park Facing New Brand Bungalowis on Sale on Prime Location of Madras Co-Operative Housing Society, Scheme - 33."," Built in year: 2019 , Parking Spaces , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors , Furnished"," Bedrooms: 6 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms: 3 , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Swimming Pool , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-34,5/19/2019 0:44
692,Heart Of Block Amazing Environment Beautiful Locality Educated People Full Lavish Architect Designed Owner Extra Ordinary Corner 120 Squire Yard Ground Plus 2 Bungalow Available For Sale VIP Block 15 Federal B Area,"Federal B Area - Block 15, Federal B Area, Karachi, Sindh",House,PKR   2.8 Crore,"Federal B Area, Karachi, Sindh",7,4.8 Marla,For Sale,6,3 weeks ago,"Heart Of Block Amazing Environment Beautiful Locality Educated People Full Lavish Architect Designed Owner Extra Ordinary Corner 120 Squire Yard Ground Plus 2 Bungalow Available For Sale VIP Block 15 Federal B Area Karachi American Kitchen Wooden Work Safe And Secure And Facilitated Area Nestled In A Charming Area Go It Is Situated In  Karachi Great Designing Marbled Flooring With Spanish Tales Stairs Big Garage, It Is Leased Property With 24 Hours, Best For Big Family Ladies Park Hospital Play Ground Mosque And Very Near About Market 6 Bed Attached Bath Room 3 Lobby Italian Kitchen 3 TV Lounge 3 Drawing Dinning Large Balcony Amazing Environment Garage Cabs Ceiling Fans Custom Int And Many More Attraction For Home Lovers Demand 2 Corer 80 Lac Thanks & Regards Imran Shah Khan"," Built in year: 2012 , Parking Spaces: 2 , Flooring , Electricity Backup , Waste Disposal"," Bedrooms: 6 , Bathrooms: 6 , Drawing Room , Dining Room , Kitchens: 3 , Store Rooms: 3 , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Karachi-2-34,5/19/2019 0:44
693,Slightly used Bungalow,"DHA Defence, Karachi, Sindh",House,PKR   9.25 Crore,"DHA Defence, Karachi, Sindh",6,1 Kanal,For Sale,5,3 weeks ago,"located at the most prime location of Defence, Kh Badban.  on lanes. beautiful 500 yards bungalow with very neat and clean condition, ideally budget cleints."," Parking Spaces: 3 , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Laundry Room", , ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places", ,hot,Karachi-2-34,5/19/2019 0:44
