,Title,Label,Type,Price,Location,Baths,Area,Purpose,Bedroom(s),Added,Description,Main Features,Rooms,Business and Communication,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities,Popular,Source,Time Stamp
940,Syed Brothers Offer 1 Kanal Brand New With Basement Bungalow For Sale Dha Phase 6 Near Big Park Lahore,"DHA Phase 6, DHA Defence, Lahore, Punjab",House,PKR   4.2 Crore,"DHA Defence, Lahore, Punjab",6,1 Kanal,For Sale,5,13 hours ago,"1 Kanal Brand New with Basement Bungalow For Sale, DHA Phase 6 Near Big Park, Lahore. 05 Master Size Bed Rooms with attached bathAll baths are equipped with imported fittings. Amazing wood work, all teak wood/ash wood used in bungalowCommercial area is very near to premises. Double story housecomplete wiring of UPS done in the house. Solid steel work used for outside main gate. Sliding doorscomplete marble/tiled/wooden flooring. Wash rooms are completely covered by Spanish tiles. 70 feet roadAll the construction near and adjacent to house is new Spacious green beltSide streets are proper covered with tilesHouse is completed according to by-lawsImported kitchen with practical implementation of all appliances for cookingTop corian used in kitchenSolid steel work used in cabinetsLights provision in all cabinets of kitchenFall Ceiling done all over including bed rooms/drawing/dinning and kitchenSeepage protection given while constructing the homeDouble glace windows for sound proofingSolid stairs built with steel frame work and granite used in outer Washing area is elegantly managed at the back side of houseServant quarter with attached bath. A mid size family can easily live in it. Superb elevationExclusive views from the terrace. Spacious terrace where one can easily have good walk and reasonable sitting area. Underground water tank installed. Aluminum grills all over the house Graveyard is just 10 minutes away. All the basic necessities of life are available. All the basic utilities are available including connections of water/sewage/gas and electricity. For details please contact us."," Built in year: 2019 , Parking Spaces: 4 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 2 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms: 2 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-37,3/31/2019 21:00
941,Syed Brothers Offer 1 Kanal Brand New Beautiful Mazhar Munir Design With Full Basement Bungalow In Dha Phase 6,"DHA Phase 6, DHA Defence, Lahore, Punjab",House,PKR   5.1 Crore,"DHA Defence, Lahore, Punjab",7,1 Kanal,For Sale,6,13 hours ago,1 kanal Brand New Beautiful Mazhar Munir Design with Full Basement Bungalow in DHA Phase 6100% REAL PICS 5 Master Bedrooms with branded attached bathrooms. Designed walls and ceiling. All baths are equipped with imported Grohe fitting. Amazing wood work all teak wood/ash wood used in bungalowBath tubs/Jacuzzi installed. House is located near park/mosque and commercial market. Very close to Lahore garrison university city school al-fateh store ring road and many more. Double story house. Beautiful terrace with beautiful view. Solid steel work used for outside main gate. Complete marble/tiled/wooden flooring. Wash rooms are completely covered by Spanish Italian tiles. All the construction is done in the supervision of best architecture. Planters all around in the lawn. Beautiful lawn with complete variety of planters. Side streets are proper covered with tilesHouse is completed according to DHA by-lawsimported kitchen with practical implementation of all appliances. Solid steel work used in cabinetsLights provision in all cabinets of kitchenComplete imported appliances installed in kitchen including Fridge/Cooking Hob/Microwave/TVDirty kitchen/small kitchen built with the same style of outer kitchenSpacious dirty kitchenFall Ceiling done all over including bed rooms/drawing/dinning and kitchen. Protection sheets installed while building the upper portion to keep both portions cool in summer sdouble glace windows for sound proofingSolid stairs built with steel frame work and granite used in outer Main beauty of the house is the patio. Located in the mid of house that gives a evergreen fresh feeling from all the rooms and tv lounge. Beautiful design and good quality fittings and accessories. Reasonable Demand. It is sure to be a profitable deal for any genuine client. For more information please contact.," Built in year: 2019 , Parking Spaces: 4 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 6 , Bathrooms: 7 , Servant Quarters: 2 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms: 2 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-37,3/31/2019 21:00
942,Syed Brothers Offer 10 Marla Fully Basement Designer Bungalow For Sale,"DHA Phase 5, DHA Defence, Lahore, Punjab",House,PKR   3.7 Crore,"DHA Defence, Lahore, Punjab",6,10 Marla,For Sale,5,13 hours ago,"Original Pictures•	10 Marla Fully Basement Designer Bungalow for sale Phase 6 DHA Defence Lahore •	House Features: •	Solid Steel Built Main Gate•	4 Car Parking Space•	Lush Green Lawn •	(Water Fall)Out Door Feature•	Entrance•	Solid Wooden 10 Feet Height Main Door (Ash Wood)•	Double Height Lobby•	Separate Entrance•	Powder Room Imported Accessories & Fittings•	CCTV Cameras Installed•	Proper Security System Installed•	Drawing Dinning:•	Imported wooden flooring•	Imported Chandeliers•	Fireplace•	Imported fancy wall lights•	Living Room;•	Imported Tiled Flooring•	60’ (Samsung) Smart(Quad core) FHD Led Installed•	Imported Chandelier•	Imported Fancy Walls & Ceiling Lights•	Fireplace•	Imported Wallpapers•	Kitchen;•	(SMC) Italian Branded Kitchen•	Grohe Fittings•	Imported Built In Refrigerator•	Steam Microwave Oven•	Quality Working Kitchen•	Dishwasher •	Cabinet•	Dirty kitchen•	Breakfast chairs with table •	Bedrooms: 5•	Ground Floor•	2 Master Beds with German laminated imported wooden & Micro Crystal Spanish tile flooring. •	Italian chandeliers, imported wallpapers, Invertors A/C’s & fans installed•	Double Glazed window•	Italian Koryan Vanities •	Imported Jacuzzi, Rain Shower Cabin, Grohe & Kale Accessories & FittingsFirst Floor•	Double height Lobby•	Upstairs•	3 Master Beds with German laminated imported wooden & Micro Crystal Spanish tile flooring. •	Living Room;•	Imported Tiled Flooring•	60’ (Samsung) Smart(Quad core) FHD Led Installed•	Imported Chandelier•	Imported Fancy Walls & Ceiling Lights•	Fireplace•	Imported Wallpapers•	Kitchen;•	(SMC) Italian Branded Kitchen•	Grohe Fittings•	Steam Microwave Oven•	Quality Working Kitchen•	Cabinet•	Salient features:•	Nearest to park•	Central commercial area•	Mosque•	DHA Auditorium in Defence Raya•	Golf Course and Country Club Defence Raya •	Educational Facilities:•	New land Beachonhouse University•	Lahore Garrison University •	The City school•	Roots international millennium schools•	Health facilities:•	International Kidney & liver transplant •	National Hospital •	DHA medical Center •	Adil Hospital •	And High standard clinics in all CCAs•	Recreational Facilities:•	Public parks•	DHA Community Clubs•	DHA Auditoriums•	DHA sports Complex•	Kids play land (Humpty Dumpty) •	Basic utility: •	Al Fatah •	Jalal Sons•	Europa Store•	Hotels &Restaurant:•	McDonalds •	KFC•	Pizza Hut•	Fri Chicks•	Shezan restaurant•	Gourmet Restaurant•	Mei Kong•	Yum •	Mandarin•	Second Cup Coffee•	Gloria Jeans•	Coffee Planet"," Built in year: 2019 , Parking Spaces: 2 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 1 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-37,3/31/2019 21:00
943,5 Marla Double Storey House For Sale Johar Town Near College Road Lahore,"Johar Town Phase 1, Johar Town, Lahore, Punjab",House,PKR   95 Lakh,"Johar Town, Lahore, Punjab",4,5 Marla,For Sale,2,13 hours ago,"5 Marla Double Storey House  Ground Floor ( 1 Bed With Attached Bath , Tv Lounge  With Attached Bath,drawing ,kitchen ) 1st Floor ( 1 Bed With Attached Bath , Tv Lounge  With Attached Bath ,drawing ) Top Floor ( Kitchen)     Contact Us For More Details"," Built in year: 2005 , Parking Spaces , Flooring , Electricity Backup , Floors: 2 , Other Main Features"," Bedrooms: 2 , Bathrooms: 4 , Drawing Room , Kitchens: 2 , Lounge or Sitting Room", Satellite or Cable TV Ready, ," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Nearby Public Transport Service , Other Nearby Places", ,,Lahore-1-37,3/31/2019 21:00
944,10 Marla House Brand New For Sale In Quaid Block Sector E Bahria Town Lahore,"Bahria Town - Quaid Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",House,PKR   1.75 Crore,"Bahria Town, Lahore, Punjab",7,10 Marla,For Sale,5,13 hours ago,"Welcome to Asfand Estate®, We are a Global Accelerated Marketing Company for the Dealing of Luxury Real Estate. A company that actually understands your needs and dreams. Are You looking for a home in the populated area of Bahria Town Lahore? Here is the opportunity for you to Avail. 10 Marla House Available For Sale on 40 feet Wide Road Near To Park And all Commercial Activities are nearby like Food court, Arena, Commercial Zone, Hospital, Zoo, and parks. House Features:5 BedroomsTV loungeDrawing RoomDining Room7 Washrooms1 servant QuarterCar ParkingLaundry RoomStore Room2 kitchenHighlights & Attractions• Ideal Location• Bahria attractions are within close proximity• Suitable Living Option customized as per your needs• Ready to Live• Bahria Town’s Trademark Lavish Living Amenities• Secure Environment integrated with International Standards• All Basic Facilities within the boundary wall of BahriaSociety Features:• Parks• School• The Arena & Food Court• Mosque• Zoo• Safari Mall• Hospital• Commercial Area• Security• Easy Access to Main RoadsFor Smart Financial investments Call/Whatsapp"," Built in year: 2017 , Parking Spaces , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 5 , Bathrooms: 7 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Powder Room  , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-37,3/31/2019 21:00
945,10 Marla House For Sale In Janiper Block Sector C Bahria Town Lahore,"Bahria Town - Janiper Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",House,PKR   1.78 Crore,"Bahria Town, Lahore, Punjab",7,10 Marla,For Sale,5,13 hours ago,"Welcome to Asfand Estate®, We are a Global Accelerated Marketing Company for the Dealing of Luxury Real Estate. A company that actually understands your needs and dreams. Are You looking for a home in the populated area of Bahria Town Lahore? Here is the opportunity for you to Avail. 10 Marla House Available For Sale on 60 feet Wide Road Near To Park And all Commercial Activities are nearby like Food court, Arena, Commercial Zone, Hospital, Zoo, and parks. House Features:5 BedroomsTV loungeDrawing RoomDining Room7 Washrooms1 servant QuarterCar ParkingLaundry RoomStore Room2 kitchenHighlights & Attractions• Ideal Location• Bahria attractions are within close proximity• Suitable Living Option customized as per your needs• Ready to Live• Bahria Town’s Trademark Lavish Living Amenities• Secure Environment integrated with International Standards• All Basic Facilities within the boundary wall of BahriaSociety Features:• Parks• School• The Arena & Food Court• Mosque• Zoo• Safari Mall• Hospital• Commercial Area• Security• Easy Access to Main RoadsFor Smart Financial investments Call/Whatsapp"," Built in year: 2018 , Parking Spaces , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 7 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Powder Room  , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Other Facilities",,Lahore-1-37,3/31/2019 21:00
946,8 Marla House For Sale In Safari Villas Sector B Bahria Town Lahore,"Bahria Town - Safari Villas, Bahria Town - Sector B, Bahria Town, Lahore, Punjab",House,PKR   1.13 Crore,"Bahria Town, Lahore, Punjab",4,8 Marla,For Sale,3,13 hours ago,"Welcome to ASFAND ESTATE®, We are a Global Accelerated Marketing Company for the Dealing of Luxury Real Estate. A company that actually understands your needs and dreams. Are You looking for a home in the populated area of Bahria Town Lahore? Here is the opportunity for you to Avail. 08 Marla House Available For Sale on 40 feet Wide Road Near To Park And all Commercial Activities are nearby like Food court, Arena, Commercial Zone, Hospital, Zoo, and parks. House Features:3 BedroomsTV loungeDrawing RoomDining Room4 Washrooms1 servant QuarterCar ParkingLaundry RoomStore Room1 kitchenHighlights & Attractions• Ideal Location• Bahria attractions are within close proximity• Suitable Living Option customized as per your needs• Ready to Live• Bahria Town’s Trademark Lavish Living Amenities• Secure Environment integrated with International Standards• All Basic Facilities within the boundary wall of BahriaSociety Features:• Parks• School• The Arena & Food Court• Mosque• Zoo• Safari Mall• Hospital• Commercial Area• Security• Easy Access to Main RoadsFor Smart Financial investments Call/Whatsapp"," Built in year: 2018 , Parking Spaces , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 3 , Bathrooms: 4 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Powder Room  , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Other Facilities",,Lahore-1-37,3/31/2019 21:00
947,10 Marla Brand New Facing Park House For Sale In Rafi Block Sector E Bahria Town Lahore,"Bahria Town - Rafi Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",House,PKR   1.59 Crore,"Bahria Town, Lahore, Punjab",7,10 Marla,For Sale,5,13 hours ago,"Welcome to Asfand Estate®, We are a Global Accelerated Marketing Company for the Dealing of Luxury Real Estate. A company that actually understands your needs and dreams. Are You looking for a home in the populated area of Bahria Town Lahore? Here is the opportunity for you to Avail. 10 Marla House Available For Sale on 60 feet Wide Road Near To Park And all Commercial Activities are nearby like Food court, Arena, Commercial Zone, Hospital, Zoo, and parks. House Features:5 BedroomsTV loungeDrawing RoomDining Room7 Washrooms1 servant QuarterCar ParkingLaundry RoomStore Room2 kitchenHighlights & Attractions• Ideal Location• Bahria attractions are within close proximity• Suitable Living Option customized as per your needs• Ready to Live• Bahria Town’s Trademark Lavish Living Amenities• Secure Environment integrated with International Standards• All Basic Facilities within the boundary wall of BahriaSociety Features:• Parks• School• The Arena & Food Court• Mosque• Zoo• Safari Mall• Hospital• Commercial Area• Security• Easy Access to Main RoadsFor Smart Financial investments Call/Whatsapp"," Built in year: 2018 , Parking Spaces , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 7 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Powder Room  , Store Rooms: 1 , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Other Facilities",,Lahore-1-37,3/31/2019 21:00
948,1 Kanal House For Sale In DHA Phase 5,"DHA Phase 5 - Block F, DHA Phase 5, DHA Defence, Lahore, Punjab",House,PKR   8.3 Crore,"DHA Defence, Lahore, Punjab",4,1 Kanal,For Sale,4,4 weeks ago,"Here is a good opportunity to live in a well-built 1 Kanal House available for sale for a very affordable Rs 83,000,000. Features:4 Huge Beautiful Bedrooms Attach WashroomPowder Room	TV Lounge Drawing RoomDining RoomDouble KitchenBranded TilesSolid Wooden WorkServant Quarter	Huge Car GarageHush Green LawnVery near to Commercial MarketVery Ideal LocationPlease call us for more details and mention Zameen. com while calling.", ," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room , Kitchens: 2", , , , ,super hot,Lahore-1-38,3/31/2019 21:00
949,10. 68 Marla  House Gulbahar Block  Aziz Bhatti Ave  Bahria Town,"Bahria Town - Gulbahar Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",House,PKR   2.15 Crore,"Bahria Town, Lahore, Punjab",7,10 Marla,For Sale,5,4 weeks ago,Beautiful House on main 100 Feet RoadIdeal location. Reasonable demand. Best option for living purpose. Interested person welcome to visit the property. Contact us for more information.," Parking Spaces , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2"," Bedrooms: 5 , Bathrooms: 7 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Powder Room  , Store Rooms: 2 , Lounge or Sitting Room", , Lawn or Garden," Nearby Schools , Nearby Hospitals", Other Facilities,super hot,Lahore-1-38,3/31/2019 21:00
950,House For Sale At Good Location,"Al Jalil Garden, Lahore, Punjab",House,PKR   75 Lakh,"Al Jalil Garden, Lahore, Punjab",-,5 Marla,For Sale,-,7 hours ago,"Al Uzair Estate Developers and Builders Offer:Model House 05-Marla (5 Year Plan)Total price: 7,500,000/-Booking 20%: 1,500,000/-Monthly installment:Rs. 49,999/-per MonthBalance: Rs 4,500,000/-1st Year  Payment: Rs 49,999/-3rd year Balloon Payment: Rs49,999/-Facilities:. pizza hut"""" open in al jalil garden. gloria jean's open soon. jade cafe open soon. international level school open soon (70% work complete). Grand jamia mosque. Underground electricity. Security cameras. Gated community. Best time for investmentFor more information please contact.", , , , , , ,super hot,Lahore-1-38,3/31/2019 21:00
951,House For Sale At Good Location,"Valencia - Block A2, Valencia Housing Society, Lahore, Punjab",House,PKR   1.45 Crore,"Valencia Housing Society, Lahore, Punjab",-,5 Marla,For Sale,3,3 days ago,"Are you on a lookout for a 5 Marla House available for sale in Valencia Housing Society, Lahore? We have it for you. The House is available for Rs 14,500,000. It features 3 bed that are spacious and properly designed. All of this comes at a price of Rs 14,500,000. Feel free to call us for further details. Mention Zameen. com while calling.", , , , , , ,super hot,Lahore-1-38,3/31/2019 21:00
952,House Is Available For Sale,"Divine Gardens - Block E, Divine Gardens, Lahore, Punjab",House,PKR   1.2 Crore,"Divine Gardens, Lahore, Punjab",-,6 Marla,For Sale,-,3 days ago,"House Is Available For Sale  Facing ParkBest Option For Living Purpose. Good Location. Reasonable Price. 	For More Details Please Call 24 / 7.", , , , , , ,super hot,Lahore-1-38,3/31/2019 21:00
953,Brand New Luxury House Is Available For Sale,"BOR Board of Revenue Housing Society, Lahore, Punjab",House,PKR   2.7 Crore,"BOR Board of Revenue Housing Society, Lahore, Punjab",6,10 Marla,For Sale,5,4 days ago,Brand new Luxury HouseDouble storeyDouble unitTile flooringSolid woodworkOwner built Italian fitting Laundry areaGARAGETerraceNear Jinnah Hospital. Reasonable Demand. For More Information Please Contact. Please Mention Zameen. com While Calling., , , , , , ,super hot,Lahore-1-38,3/31/2019 21:00
954,Central Park House For Sale,"Central Park - Block G, Central Park Housing Scheme, Lahore, Punjab",House,PKR   1.45 Crore,"Central Park Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,"Central Park Housing Scheme 10 Marla House For Sale In Block G Near Of 500 Kanal Park And 130 Ft Road Back Cheep Price Solid Contractions Around Of House's. Please Feel Free To Call Us If You Need Further Details About The It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal,", , , , , , ,super hot,Lahore-1-38,3/31/2019 21:00
955,5 Bedroom Own Made House At Prime Location,"PCSIR Housing Scheme Phase 2, PCSIR Housing Scheme, Lahore, Punjab",House,PKR   3.4 Crore,"PCSIR Housing Scheme, Lahore, Punjab",5,1 Kanal,For Sale,5,5 days ago,House is made self by owner under his supervisionOwner is an army retired personHouse is at immediate back of main boulevard of PCSIRhouse is 6 years old. Double story with 5 bedroom with attach bath & servant quarter with attach bath. Contact Us For More Details., , , , , , ,super hot,Lahore-1-38,3/31/2019 21:00
956,DHA Phase 6 Block D 7 Marla Brand New House For Sale,"DHA Phase 6 - Block D, DHA Phase 6, DHA Defence, Lahore, Punjab",House,PKR   2.25 Crore,"DHA Defence, Lahore, Punjab",5,7 Marla,For Sale,3,5 days ago,Best opportunity for livingOwner build houseOne To One Meeting with OwnerBest Opportunity for InvestmentReasonable PriceNote: Please Give Your Any Offer May Be Seller Agreed To SaleGrab This Auspicious Opportunity To Execute Your Dreams Into Reality. Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal., , , , , , ,super hot,Lahore-1-38,3/31/2019 21:00
957,10 Marla House For Sale In State Life Hosing Society,"State Life Phase 1 - Block F, State Life Housing Phase 1, State Life Housing Society, Lahore, Punjab",House,PKR   2.2 Crore,"State Life Housing Society, Lahore, Punjab",4,10 Marla,For Sale,4,5 days ago,"Here is an attractive deal coming your way: a 10 Marla House in State Life Housing Society, Lahore is available for sale. You could get this House for only Rs 22,000,000, which is highly affordable for State Life Housing Phase 1 of Lahore.  Features:4 Beautiful Bedrooms Attached WashroomDouble Imported KitchenDrawing RoomDining RoomTV LoungeHuge Car PorchLush Green LawnMarble FlooringVery Beautiful Wooden WorkServant Quarter A+ ConstructionBeautiful LocationWe are interested in serious clients only, so please call us if you are genuinely interested in this House. Please mention Zameen. com when calling.  ", , , , , , ,super hot,Lahore-1-38,3/31/2019 21:00
958,Syed Brothers Offer 2 Kanal Brand New Fully Furnished Galleria Design Royal Place Out Class Modern Luxury Bungalow For Sale In Dha Phase Ii,"DHA Phase 2, DHA Defence, Lahore, Punjab",House,PKR   15.25 Crore,"DHA Defence, Lahore, Punjab",6,2 Kanal,For Sale,6,1 day ago,"100% Original Pictures,Syed Brothers Offer,2-Kanal Brand New Fully Furnished Galleria Design Royal Place out Class Modern Luxury Bungalow for Sale in DHA Phase II,Property Overview•	06 Master Size Bed Rooms with attached bath•	2 huge size TV lounge•	2 kitchens•	Huge parking space •	All baths are equipped with imported fittings•	House is located near park/mosque•	Commercial area is very near to premises •	Total covered area of house is 9000 sq ft•	Double story house•	Complete wiring of UPS and Generator done in the house•	Solid steel work used for outside main gate•	Complete marble/tiled/wooden flooring•	Wash rooms are completely covered by Spanish tiles•	70 ft road•	All the construction near and adjacent to house is new •	Spacious green belt•	Side streets are proper covered with tiles•	House is completed according to DHA by-laws•	Solid steel work used in cabinets•	Fall Ceiling done all over including bed rooms/drawing/dinning and kitchen•	Seepage protection given while constructing the home•	Protection sheets installed while building the upper portion to keep both portions cool in summers•	Double glace windows for sound proofing•	Solid stairs built with steel frame work and granite used in outer •	Washing area is elegantly managed at the back side of house•	Servant quarter with attached bath. A mid size family can easily live in it. •	Double Glace Windows for Sound Proofing."," Built in year: 2018 , Parking Spaces: 8 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features , Furnished"," Bedrooms: 6 , Bathrooms: 6 , Servant Quarters: 2 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms: 2 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Swimming Pool , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Lahore-1-38,3/31/2019 21:00
959,5 Marla Brand New Elegant Dream Villa For Sale,"State Life Housing Phase 1, State Life Housing Society, Lahore, Punjab",House,PKR   98 Lakh,"State Life Housing Society, Lahore, Punjab",4,5 Marla,For Sale,3,1 day ago,"State Life Society Phase 15-Marla Brand New Beautiful Design Bungalow for sale, Near Park & Market,3 Big beds tiled tub bath,TV LoungeDrawing RoomImported Spanish Tile + Wooden flooring, Beautiful Double kitchen, Solid wood work, Price 95 Lac, Negotiable See must. For More Information Please Contact. Please Mention Zameen. com While Calling."," Built in year: 2018 , Parking Spaces: 2 , Double Glazed Windows , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 3 , Bathrooms: 4 , Servant Quarters , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Lahore-1-38,3/31/2019 21:00
